id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image_filename,image_path
14863,Women,Accessories,Jewellery,Necklace and Chains,Red,Summer,2011.0,Casual,United Colors of Benetton Women Three Strands Red Necklace,14863.jpg,images/14863.jpg
55989,Women,Personal Care,Lips,Lipstick,Maroon,Summer,2019.0,Casual,Colorbar Velvet Matte Brick-O-La Lipstick 42 M,55989.jpg,images/55989.jpg
45824,Women,Free Items,Vouchers,Ipad,Blue,Summer,2012.0,Casual,Senorita Women Blue Flats,45824.jpg,images/45824.jpg
55520,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Revlon Photo Ready Makeup 010 Caramel,55520.jpg,images/55520.jpg
18564,Women,Footwear,Shoes,Flats,Teal,Winter,2015.0,Casual,Catwalk Women Casual Teal Sandal,18564.jpg,images/18564.jpg
26692,Men,Footwear,Sandal,Sports Sandals,Black,Summer,2012.0,Casual,Puma Men Black Roque Sandals,26692.jpg,images/26692.jpg
52030,Unisex,Apparel,Topwear,Rain Jacket,Olive,Summer,2012.0,,Just Natural Unisex Olive Rain Jacket,52030.jpg,images/52030.jpg
57419,Women,Apparel,Loungewear and Nightwear,Robe,Blue,Winter,2015.0,Casual,Amante Blue Robe,57419.jpg,images/57419.jpg
57763,Women,Personal Care,Skin Care,Face Scrub and Exfoliator,Cream,Spring,2017.0,,Lotus Herbals Apriscrub,57763.jpg,images/57763.jpg
43803,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012.0,Casual,Royal Diadem Gold & Black Earrings,43803.jpg,images/43803.jpg
37525,Boys,Apparel,Topwear,Rompers,White,Summer,2012.0,Casual,Madagascar3 Infant Boys White Snapsuit Romper,37525.jpg,images/37525.jpg
38445,Women,Accessories,Bags,Tablet Sleeve,Black,Summer,2012.0,Casual,Baggit Women Black I-Pad Cover,38445.jpg,images/38445.jpg
48757,Women,Accessories,Jewellery,Jewellery Set,White,Summer,2012.0,Casual,Miki Pearl Women Ivory Jewellery Set,48757.jpg,images/48757.jpg
28074,Men,Apparel,Innerwear,Trunk,Grey Melange,Summer,2016.0,Casual,Jockey MC Men Grey Melange Midway Classic Trunks 1101,28074.jpg,images/28074.jpg
54412,Women,Accessories,Wallets,Wallets,Bronze,Summer,2012.0,Casual,Baggit Women Bronze Wallet,54412.jpg,images/54412.jpg
22154,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Lee Cooper Men Black Formal Shoes,22154.jpg,images/22154.jpg
55396,Women,Personal Care,Eyes,Mascara,Black,Spring,2017.0,Casual,Revlon Grow Luscious Blackest Black Mascara & Lash Enhancer 5354-01,55396.jpg,images/55396.jpg
49788,Men,Accessories,Headwear,Caps,Navy Blue,Summer,2012.0,Casual,Flying Machine Men Navy Blue Cap,49788.jpg,images/49788.jpg
52028,Unisex,Apparel,Topwear,Rain Jacket,Brown,Summer,2012.0,,Just Natural Unisex Brown Rain Jacket,52028.jpg,images/52028.jpg
34941,Women,Apparel,Topwear,Dupatta,Off White,Summer,2012.0,Ethnic,Fabindia Off White Chanderi Dupatta,34941.jpg,images/34941.jpg
25356,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Levis Men Black & Green Brief,25356.jpg,images/25356.jpg
1553,Unisex,Sporting Goods,Sports Equipment,Footballs,White,Fall,2010.0,Sports,Puma Power Cat Hard Ground Football,1553.jpg,images/1553.jpg
50190,Women,Apparel,Innerwear,Camisoles,White,Winter,2015.0,Casual,Hanes Women White Camisole,50190.jpg,images/50190.jpg
17859,Men,Apparel,Innerwear,Trunk,Black,Summer,2016.0,Casual,Levis Men Boxer Black Trunks,17859.jpg,images/17859.jpg
52820,Women,Accessories,Jewellery,Earrings,Maroon,Fall,2012.0,Casual,Adrika Maroon Earrings,52820.jpg,images/52820.jpg
42972,Women,Apparel,Bottomwear,Swimwear,Black,Winter,2015.0,Casual,Amante Black Swimsuit WCSD07,42972.jpg,images/42972.jpg
50633,Men,Apparel,Innerwear,Trunk,Navy Blue,Summer,2016.0,Casual,Chromozome Men Navy Blue & Red Trunks,50633.jpg,images/50633.jpg
33979,Women,Apparel,Bottomwear,Stockings,Black,Summer,2012.0,Casual,Femella Women Black Stockings,33979.jpg,images/33979.jpg
8581,Men,Apparel,Topwear,Waistcoat,Black,Fall,2011.0,Casual,Scullers Men Black Waistcoat,8581.jpg,images/8581.jpg
55145,Women,Personal Care,Nails,Nail Polish,Metallic,Spring,2017.0,Casual,Lakme True Wear Metallics Nail Polish 241,55145.jpg,images/55145.jpg
19856,Men,Apparel,Topwear,Jackets,Olive,Winter,2016.0,Casual,U.S. Polo Assn. Men Solid Olive Jackets,19856.jpg,images/19856.jpg
52517,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Black,Winter,2015.0,Casual,Red Rose Black Nightdress,52517.jpg,images/52517.jpg
30736,Men,Apparel,Bottomwear,Churidar,White,Summer,2012.0,Ethnic,Fabindia Men White Churidar,30736.jpg,images/30736.jpg
49098,Women,Personal Care,Eyes,Eyeshadow,Green,Spring,2017.0,Casual,Deborah HiTech Trio Eye Shadow 10,49098.jpg,images/49098.jpg
8909,Unisex,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Puma Unisex Benecio Leather Drip Indigo Blue Casual Shoes,8909.jpg,images/8909.jpg
13590,Men,Apparel,Innerwear,Innerwear Vests,Green,Summer,2016.0,Casual,Hanes Men Half Sleeve Pack of 3 Innerwear T-shirts,13590.jpg,images/13590.jpg
42065,Unisex,Accessories,Bags,Trolley Bag,Black,Summer,2012.0,Casual,American Tourister Unisex Black Trolley Bag,42065.jpg,images/42065.jpg
7221,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Rockport Men Schemerhorn Black Shoe,7221.jpg,images/7221.jpg
29846,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Basics Men Grey Trousers,29846.jpg,images/29846.jpg
52477,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Black,Winter,2015.0,Casual,Red Rose Black Nightdress,52477.jpg,images/52477.jpg
27820,Men,Accessories,Belts,Belts,Brown,Fall,2013.0,Formal,Bulchee Men Brown Padded Chino Belt,27820.jpg,images/27820.jpg
57079,Women,Apparel,Dress,Jumpsuit,Blue,Summer,2012.0,Casual,Elle Women Blue Jumpsuit,57079.jpg,images/57079.jpg
57884,Women,Personal Care,Skin,Mask and Peel,White,Spring,2017.0,Casual,Biotique Bio Pistachio Face Pack,57884.jpg,images/57884.jpg
19543,Men,Accessories,Gloves,Gloves,Red,Fall,2011.0,Casual,United Colors of Benetton Men Solid Red Gloves,19543.jpg,images/19543.jpg
55168,Women,Personal Care,Nails,Nail Polish,Silver,Spring,2017.0,Casual,Lakme Absolute Fast & Fabulous Silver Cloud Nail Polish 29,55168.jpg,images/55168.jpg
49154,Women,Personal Care,Makeup,Highlighter and Blush,Peach,Spring,2017.0,,Deborah Rame HiTech Blusher # 24,49154.jpg,images/49154.jpg
55336,Women,Personal Care,Hair,Hair Colour,Black,Spring,2017.0,Casual,Revlon Colorsilk 1N Black Hair Colour,55336.jpg,images/55336.jpg
41134,Women,Apparel,Bottomwear,Jeggings,Grey,Summer,2012.0,Casual,Allen Solly Woman Grey Jeggings,41134.jpg,images/41134.jpg
59715,Women,Apparel,Loungewear and Nightwear,Nightdress,Orange,Summer,2014.0,Casual,Avirate Light Orange Babydoll Nightdress,59715.jpg,images/59715.jpg
19004,Women,Apparel,Topwear,Jackets,Red,Summer,2011.0,Casual,ADIDAS Originals Women Firebird Red Jacket,19004.jpg,images/19004.jpg
22656,Unisex,Accessories,Bags,Messenger Bag,Black,Winter,2015.0,Casual,Wildcraft Unisex Gear for Life Black & Blue Printed Messenger Bag,22656.jpg,images/22656.jpg
51329,Unisex,Accessories,Accessories,Travel Accessory,Blue,Summer,2012.0,Casual,Wildcraft Unisex Blue & Black Pouch,51329.jpg,images/51329.jpg
6143,Women,Footwear,Sandal,Sports Sandals,Grey,Summer,2011.0,Casual,Puma Women Apex Grey Pink Floater,6143.jpg,images/6143.jpg
4637,Women,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,ADIDAS Women Phantom Low White Red Grey Shoe,4637.jpg,images/4637.jpg
48794,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant with Chain,48794.jpg,images/48794.jpg
37563,Girls,Apparel,Topwear,Rompers,White,Summer,2012.0,Casual,Madagascar3 Infant Boys White Snapsuit Romper,37563.jpg,images/37563.jpg
48523,Women,Apparel,Dress,Jumpsuit,Magenta,Winter,2011.0,Casual,French Connection Women Magenta Playsuit,48523.jpg,images/48523.jpg
32536,Men,Personal Care,Fragrance,Fragrance Gift Set,Black,Spring,2017.0,Casual,Playboy Men Malibu Fragrance Gift Set,32536.jpg,images/32536.jpg
42830,Unisex,Sporting Goods,Wristbands,Wristbands,Black,Summer,2012.0,Sports,Nike Unisex Swoosh Black Wristbands,42830.jpg,images/42830.jpg
49101,Women,Personal Care,Lips,Lip Plumper,Pink,Spring,2017.0,Casual,Deborah Truy Pink Volume Lip Plumper 01,49101.jpg,images/49101.jpg
14028,Men,Apparel,Bottomwear,Tracksuits,Black,Fall,2011.0,Casual,Nike Men Solid Black Tracksuits,14028.jpg,images/14028.jpg
41236,Girls,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,Gini and Jony Kids Girls Black Capris,41236.jpg,images/41236.jpg
8833,Men,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Spykar Men Rts Vneck Black Black Sweaters,8833.jpg,images/8833.jpg
26151,Men,Apparel,Bottomwear,Trousers,Navy Blue,Summer,2012.0,Formal,John Miller Men Navy Blue Trousers,26151.jpg,images/26151.jpg
45919,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Maxima Men Blue Dial Watch,45919.jpg,images/45919.jpg
32407,Women,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,Arrow Woman Grey Trousers,32407.jpg,images/32407.jpg
28347,Men,Free Items,Free Gifts,Free Gifts,Black,Winter,2016.0,Casual,IDEE Men Black Sunglasses,28347.jpg,images/28347.jpg
50652,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Grey Melange,Winter,2016.0,Casual,Chromozome Men Grey Lounge Shorts,50652.jpg,images/50652.jpg
8185,Men,Apparel,Topwear,Shirts,Grey,Summer,2011.0,Casual,Locomotive Men Check Lafeu Grey Shirts,8185.jpg,images/8185.jpg
2273,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Mens Red Polo T-shirt,2273.jpg,images/2273.jpg
26057,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,John Miller Men Check Purple Shirt,26057.jpg,images/26057.jpg
37513,Boys,Apparel,Socks,Booties,White,Summer,2012.0,Casual,Madagascar 3 Infant Boys White Booties,37513.jpg,images/37513.jpg
13351,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Spykar Women Washed Black Jeans,13351.jpg,images/13351.jpg
59778,Women,Accessories,Jewellery,Bracelet,Gold,Winter,2016.0,Casual,Estelle Women Gold Bracelet,59778.jpg,images/59778.jpg
39145,Women,Apparel,Apparel Set,Kurta Sets,Multi,Summer,2012.0,Ethnic,Aneri Women Multi Coloured Salwar Suit,39145.jpg,images/39145.jpg
59584,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Casual,Revv Men Black Cufflinks,59584.jpg,images/59584.jpg
47071,Women,Apparel,Bottomwear,Patiala,Rust,Summer,2010.0,Ethnic,Shree Women Rust & Red Patiala,47071.jpg,images/47071.jpg
4612,Unisex,Accessories,Bags,Waist Pouch,Red,Winter,2015.0,Casual,Wildcraft Unisex Red Waist Pouch,4612.jpg,images/4612.jpg
39930,Unisex,Accessories,Bags,Laptop Bag,Brown,Fall,2012.0,Casual,Tortoise Unisex Brown Laptop Bag,39930.jpg,images/39930.jpg
54060,Women,Apparel,Bottomwear,Patiala,Green,Summer,2012.0,Ethnic,Myntra Women Green Patiala,54060.jpg,images/54060.jpg
28144,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,White,Summer,2016.0,Casual,Jockey SPORT Men White Shorts 9411,28144.jpg,images/28144.jpg
22739,Unisex,Accessories,Bags,Backpacks,Blue,Fall,2011.0,Casual,Nike Unisex Blue Backpack,22739.jpg,images/22739.jpg
49049,Women,Accessories,Jewellery,Ring,Silver,Fall,2012.0,Casual,Lucera Women Silver Ring,49049.jpg,images/49049.jpg
27421,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Blue,Winter,2015.0,Casual,Jockey Women Blue Lounge Pants,27421.jpg,images/27421.jpg
52500,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Purple,Winter,2015.0,Casual,Red Rose Purple Nightdress,52500.jpg,images/52500.jpg
28141,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Black,Summer,2018.0,Casual,Jockey 24 x 7 Men Black Sport Shorts 9426,28141.jpg,images/28141.jpg
56185,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,ColorBar Tan Radiant White UV Fairness Compact 005,56185.jpg,images/56185.jpg
30737,Men,Apparel,Topwear,Waistcoat,Red,Summer,2012.0,Ethnic,Fabindia Men Red Silk Sleeveless Waistcoat,30737.jpg,images/30737.jpg
21830,Unisex,Accessories,Bags,Duffel Bag,Green,Summer,2011.0,Sports,Skybags Unisex Green Duffle Bag,21830.jpg,images/21830.jpg
55329,Women,Personal Care,Hair,Hair Colour,Black,Spring,2017.0,Casual,Revlon Colorsilk 1WN Soft Black Hair Colour,55329.jpg,images/55329.jpg
52407,Women,Apparel,Loungewear and Nightwear,Nightdress,Black,Winter,2015.0,Casual,Red Rose Women Black Nightdress,52407.jpg,images/52407.jpg
19638,Women,Apparel,Topwear,Sweatshirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Sweatshirt,19638.jpg,images/19638.jpg
37512,Boys,Apparel,Socks,Booties,Blue,Summer,2012.0,Casual,Madagascar 3 Infant Boys Blue Booties,37512.jpg,images/37512.jpg
52044,Unisex,Apparel,Topwear,Rain Jacket,Black,Summer,2012.0,,Just Natural Unisex Black and Olive Reversible Rain Jacket,52044.jpg,images/52044.jpg
17641,Unisex,Accessories,Headwear,Headband,White,Fall,2013.0,Sports,Puma Unisex Cat White Headband,17641.jpg,images/17641.jpg
12214,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,Basics Men Black Trousers,12214.jpg,images/12214.jpg
12452,Unisex,Accessories,Shoe Accessories,Shoe Accessories,Orange,Fall,2011.0,,Timberland Unisex Orange Shoe Accessories,12452.jpg,images/12452.jpg
55365,Women,Personal Care,Nails,Nail Polish,Gold,Spring,2017.0,Casual,Revlon Mushy Mauve Nail Polish 356,55365.jpg,images/55365.jpg
10257,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,John Miller Men Solid Type Black Trousers,10257.jpg,images/10257.jpg
45385,Women,Footwear,Shoes,Flats,Bronze,Winter,2012.0,Casual,Rocia Women Bronze Sandals,45385.jpg,images/45385.jpg
59729,Women,Apparel,Innerwear,Shapewear,Skin,Summer,2014.0,Casual,Avirate Beige Wired Corset Shapewear,59729.jpg,images/59729.jpg
57866,Women,Personal Care,Skin Care,Sunscreen,Yellow,Spring,2017.0,Casual,Biotique Women Bio Carrot SPF 40 Sunscream,57866.jpg,images/57866.jpg
55834,Women,Personal Care,Beauty Accessories,Beauty Accessory,Skin,Spring,2017.0,Casual,Colorbar Miss Reflective Body Shimmer 001,55834.jpg,images/55834.jpg
18766,Men,Accessories,Ties,Ties,Grey,Summer,2011.0,Formal,Peter England Men Elite Grey Tie,18766.jpg,images/18766.jpg
37997,Men,Footwear,Flip Flops,Flip Flops,Black,Summer,2012.0,Casual,Kelme Men Black Flip Flops,37997.jpg,images/37997.jpg
23482,Men,Free Items,Free Gifts,Scarves,Black,Summer,2012.0,Casual,Arrow Men Black & White Scarf,23482.jpg,images/23482.jpg
7092,Unisex,Accessories,Bags,Backpacks,Blue,Winter,2015.0,Casual,Wildcraft Unisex Blue & Grey Backpack,7092.jpg,images/7092.jpg
14872,Women,Accessories,Umbrellas,Umbrellas,Blue,Summer,2011.0,Casual,United Colors of Benetton Women Printed Blue Umbrellas,14872.jpg,images/14872.jpg
48744,Men,Accessories,Jewellery,Bangle,Steel,Summer,2015.0,Casual,Revv Men Steel Bangle,48744.jpg,images/48744.jpg
3960,Women,Apparel,Topwear,Tops,Purple,Summer,2011.0,Casual,Jealous 21 Women Purple Tube Top,3960.jpg,images/3960.jpg
52503,Women,Apparel,Loungewear and Nightwear,Bath Robe,Cream,Winter,2015.0,Casual,Red Rose Women Cream Floral Print Bath Robe,52503.jpg,images/52503.jpg
55576,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Revlon Photo Ready Fair / Light Compact 01,55576.jpg,images/55576.jpg
57627,Women,Personal Care,Skin Care,Sunscreen,White,Spring,2017.0,,Lotus Herbals Safe Sun Sunscreen Gel,57627.jpg,images/57627.jpg
55395,Women,Personal Care,Eyes,Mascara,Black,Spring,2017.0,Casual,Revlon Double Twist  Blackest Black Volumizing Mascara 1954-01,55395.jpg,images/55395.jpg
58600,Women,Accessories,Accessories,Hair Accessory,Pink,Winter,2016.0,Casual,ToniQ Women Pink Hair Accessories,58600.jpg,images/58600.jpg
53591,Men,Free Items,Free Gifts,Free Gifts,White,Winter,2016.0,Casual,Q&Q Men White Dial Watch,53591.jpg,images/53591.jpg
53559,Men,Apparel,Innerwear,Boxers,Purple,Summer,2016.0,Casual,Probase Purple Printed Boxers,53559.jpg,images/53559.jpg
35591,Men,Footwear,Sandal,Sandals,Olive,Fall,2012.0,Casual,Gliders Men Olive Green Floaters,35591.jpg,images/35591.jpg
20039,Women,Apparel,Bottomwear,Tights,Olive,Fall,2011.0,Casual,United Colors of Benetton Women Olive Floral Design Tights,20039.jpg,images/20039.jpg
2562,Women,Apparel,Bottomwear,Swimwear,Black,Fall,2012.0,Sports,Nabaiji Women Black Swimsuit,2562.jpg,images/2562.jpg
21692,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Fossil Women Silver-Toned Dial Watch ES2421,21692.jpg,images/21692.jpg
58096,Women,Accessories,Jewellery,Pendant,Blue,Fall,2012.0,Casual,Rreverie Women Blue Pendant,58096.jpg,images/58096.jpg
58622,Women,Accessories,Jewellery,Bracelet,Beige,Winter,2016.0,Casual,ToniQ Women Beige Bracelet,58622.jpg,images/58622.jpg
16281,Men,Apparel,Topwear,Sweatshirts,Grey,Fall,2011.0,Casual,Batman Men Batman Grey Sweatshirts,16281.jpg,images/16281.jpg
19043,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Flats,19043.jpg,images/19043.jpg
57102,Women,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Elle Women White EssentialsTop,57102.jpg,images/57102.jpg
52509,Women,Apparel,Loungewear and Nightwear,Bath Robe,Pink,Winter,2015.0,,Red Rose Pink Striped Bath Robe,52509.jpg,images/52509.jpg
57762,Women,Personal Care,Skin Care,Face Wash and Cleanser,White,Spring,2017.0,,Lotus Herbals Strawberry & Aloe Vera Face Wash,57762.jpg,images/57762.jpg
35888,Boys,Apparel,Apparel Set,Clothing Set,Red,Summer,2012.0,Casual,Jungle Book Boys Baby Red Clothing Set,35888.jpg,images/35888.jpg
43703,Women,Accessories,Jewellery,Jewellery Set,Red,Summer,2012.0,Casual,Royal Diadem Red Earring & Pendant Set,43703.jpg,images/43703.jpg
7113,Unisex,Accessories,Bags,Rucksacks,Green,Winter,2015.0,Travel,Wildcraft Unisex Green & Grey Rucksack,7113.jpg,images/7113.jpg
42829,Unisex,Sporting Goods,Wristbands,Wristbands,White,Summer,2012.0,Sports,Nike Unisex Swoosh White Wristbands,42829.jpg,images/42829.jpg
56626,Women,Personal Care,Skin,Face Moisturisers,Black,Spring,2017.0,Casual,Olay Women Total Effects 7 in One Normal Day Cream,56626.jpg,images/56626.jpg
56094,Women,Personal Care,Lips,Lip Gloss,Purple,Spring,2017.0,Casual,Colorbar Star Wine Me Lip Gloss 013,56094.jpg,images/56094.jpg
50670,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Black,Summer,2016.0,Sports,Chromozome Men Black Ranger Lounge Pants,50670.jpg,images/50670.jpg
27967,Men,Apparel,Innerwear,Innerwear Vests,Green,Summer,2016.0,Casual,Jockey SP-OW Men Green Innerwear Vest SP11,27967.jpg,images/27967.jpg
56137,Women,Personal Care,Makeup,Eyeshadow,Green,Spring,2017.0,Casual,Colorbar Green Stroke Eye Shadow,56137.jpg,images/56137.jpg
33749,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,Vero Moda Women Tulle Blue Tunic,33749.jpg,images/33749.jpg
55073,Women,Personal Care,Eyes,Mascara,Black,Spring,2017.0,Casual,Lakme Absolute Flutter Secrets Volumizing Mascara,55073.jpg,images/55073.jpg
33355,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Homme Men Black Formal Ankle Boots,33355.jpg,images/33355.jpg
55245,Women,Personal Care,Makeup,Foundation and Primer,Skin,Spring,2017.0,Casual,Lakme Silk Naturelle Marble Daily Foundation,55245.jpg,images/55245.jpg
55561,Women,Personal Care,Skin Care,Eye Cream,White,Spring,2017.0,Casual,Revlon Touch & Glow Advanced Fairness Under Eye Repair Cream,55561.jpg,images/55561.jpg
21144,Women,Apparel,Topwear,Tops,White,Fall,2011.0,Casual,s.Oliver Women Solid White Top,21144.jpg,images/21144.jpg
33715,Women,Apparel,Bottomwear,Jeggings,Blue,Summer,2012.0,Casual,Pieces Women Blue Jeggings,33715.jpg,images/33715.jpg
10259,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,John Miller Men Reglur Black Trousers,10259.jpg,images/10259.jpg
48326,Women,Accessories,Bags,Clutches,Maroon,Summer,2012.0,Casual,Pitaraa Women Maroon Purse,48326.jpg,images/48326.jpg
16819,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,16819.jpg,images/16819.jpg
50352,Women,Apparel,Topwear,Kurtas,Navy Blue,Summer,2012.0,Ethnic,Aurelia Women Navy Blue Kurta,50352.jpg,images/50352.jpg
15083,Men,Apparel,Bottomwear,Churidar,Black,Fall,2011.0,Ethnic,Mother Earth Men Solid Black Churidar,15083.jpg,images/15083.jpg
56603,Women,Personal Care,Makeup,Kajal and Eyeliner,Blue,Spring,2017.0,Casual,Streetwear Eye Definer Blue Eye Liner 07,56603.jpg,images/56603.jpg
49993,Men,Apparel,Loungewear and Nightwear,Lounge Shorts,Grey,Summer,2016.0,Casual,Hanes Men Grey Shorts,49993.jpg,images/49993.jpg
48763,Women,Accessories,Jewellery,Jewellery Set,White,Summer,2012.0,Casual,Miki Pearl Women Ivory Jewellery Set,48763.jpg,images/48763.jpg
56078,Women,Personal Care,Lips,Lip Gloss,Pink,Spring,2017.0,Casual,Colorbar Star Shine Bewitch Lip Gloss 018,56078.jpg,images/56078.jpg
27435,Women,Apparel,Innerwear,Bra,Grey Melange,Winter,2015.0,Sports,Jockey Grey Melange Xena Sports Bra 1378,27435.jpg,images/27435.jpg
48834,Women,Accessories,Jewellery,Pendant,Silver,Summer,2013.0,Casual,Lucera Women Silver Pendant,48834.jpg,images/48834.jpg
55283,Women,Personal Care,Makeup,Highlighter and Blush,Pink,Spring,2017.0,Casual,Lakme Absolute Cheek Chromatic Day Blushes Blusher,55283.jpg,images/55283.jpg
3503,Men,Footwear,Sandal,Sports Sandals,Navy Blue,Spring,2013.0,Casual,ADIDAS Men Navy Blue Sandals,3503.jpg,images/3503.jpg
5227,Unisex,Accessories,Bags,Duffel Bag,Blue,Winter,2015.0,Casual,Wildcraft Unisex Blue Duffel Bag,5227.jpg,images/5227.jpg
56075,Women,Personal Care,Lips,Lip Liner,Mauve,Spring,2017.0,Casual,Colorbar Plum Lip Liner/Crayon 004,56075.jpg,images/56075.jpg
56133,Women,Personal Care,Makeup,Foundation and Primer,Beige,Spring,2017.0,Casual,Colorbar Time Plus Long Stay Dark Beige Foundation 02,56133.jpg,images/56133.jpg
3469,Unisex,Accessories,Headwear,Headband,Black,Fall,2010.0,Sports,ADIDAS Unisex Black White Headband,3469.jpg,images/3469.jpg
55826,Women,Apparel,Loungewear and Nightwear,Nightdress,White,Summer,2017.0,Casual,SDL by Sweet Dreams Women White Nightdress,55826.jpg,images/55826.jpg
11345,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Lee Men Elvira Rinse Black Jeans,11345.jpg,images/11345.jpg
18443,Men,Personal Care,Fragrance,Fragrance Gift Set,White,Spring,2017.0,Casual,Ed Hardy Love & Luck  Men Fragrance Gift Set,18443.jpg,images/18443.jpg
58833,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012.0,Casual,Hakashi Men Steel Cufflinks,58833.jpg,images/58833.jpg
49089,Women,Personal Care,Eyes,Kajal and Eyeliner,Purple,Spring,2017.0,Casual,Deborah 24 Ore Eye Pencil 264,49089.jpg,images/49089.jpg
59103,Men,Apparel,Topwear,Rain Jacket,Olive,Summer,2012.0,Casual,Just Natural Men Military Shade Rain Jacket,59103.jpg,images/59103.jpg
12079,Women,Apparel,Topwear,Kurtas,Yellow,Fall,2011.0,Ethnic,W Women Printed Yellow Kurtas,12079.jpg,images/12079.jpg
37067,Women,Accessories,Bags,Handbags,Beige,Summer,2012.0,Casual,Lino Perros Women Beige Handbag,37067.jpg,images/37067.jpg
50032,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,2016.0,Casual,Hanes Men Navy Blue Relaxed Sports Pants,50032.jpg,images/50032.jpg
7616,Men,Accessories,Bags,Messenger Bag,Green,Summer,2011.0,Casual,Wrangler Men Olive Canvas Bag,7616.jpg,images/7616.jpg
21628,Women,Apparel,Innerwear,Bra,Pink,Fall,2012.0,Casual,Enamor Women Lift Pink Bra,21628.jpg,images/21628.jpg
19915,Unisex,Accessories,Bags,Waist Pouch,Pink,Winter,2015.0,Casual,Wildcraft Unisex Pink Waist Pouch,19915.jpg,images/19915.jpg
58870,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2017.0,Casual,Hakashi Men Pink Cufflinks,58870.jpg,images/58870.jpg
11094,Women,Apparel,Topwear,Sweaters,Black,Fall,2011.0,Casual,Scullers Women Stripes Black Sweaters,11094.jpg,images/11094.jpg
11884,Men,Footwear,Shoes,Formal Shoes,Black,Winter,2015.0,Formal,Franco Leone Men Black Formal Shoes,11884.jpg,images/11884.jpg
22994,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Charcoal,Summer,2016.0,Sports,2go Active Gear USA Men Charcoal Tiger Lounge Pants,22994.jpg,images/22994.jpg
33375,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Baggit Women Leather Brown Wallet,33375.jpg,images/33375.jpg
57549,Women,Personal Care,Lips,Lipstick,Red,Spring,2017.0,Casual,Lotus Herbals Floral Glam Apple Berry Lipstick 001,57549.jpg,images/57549.jpg
30811,Women,Apparel,Bottomwear,Churidar,Black,Summer,2012.0,Ethnic,Fabindia Women Black Churidar,30811.jpg,images/30811.jpg
57865,Women,Personal Care,Skin Care,Sunscreen,Yellow,Spring,2017.0,Casual,Biotique Women Bio Carrot SPF 40 Sunscreen Lotion,57865.jpg,images/57865.jpg
39527,Unisex,Accessories,Accessories,Travel Accessory,Black,Summer,2012.0,Casual,Peter England Unisex Black Toilet Kit Bag,39527.jpg,images/39527.jpg
