condition,model,reranked,query_type,variation_type,query_id,query_path,category,relevant_count,relevant_catalog_item_ids,retrieved_catalog_item_ids,hits_top5,P@1,P@5,P@10,R@1,R@5,R@10,Hit@1,Hit@5,Hit@10,MRR,embedding_latency_ms,search_latency_ms,rerank_latency_ms,total_latency_ms
ResNet + reranking — messy test,ResNet-50,True,messy,darker_lighting,messy_test_q002_darker_lighting,evaluation/queries/messy/messy_test_q002_darker_lighting.jpg,Accessories,5,"[82, 83, 84, 85, 86]","[8092, 26540, 41641, 24570, 27553, 24102, 26532, 8527, 5840, 43483]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.12,60.0,4.247,232.37
ResNet + reranking — messy test,ResNet-50,True,messy,brighter_lighting,messy_test_q003_brighter_lighting,evaluation/queries/messy/messy_test_q003_brighter_lighting.jpg,Apparel,3,"[192, 193, 194]","[21948, 194, 39736, 33767, 32640, 29876, 20205, 7372, 37232, 19229]",1,0.0,0.2,0.1,0.0,0.3333,0.3333,0.0,1.0,1.0,0.5,160.7,62.37,4.099,227.16
ResNet + reranking — messy test,ResNet-50,True,messy,contrast_change,messy_test_q004_contrast_change,evaluation/queries/messy/messy_test_q004_contrast_change.jpg,Accessories,1,[389],"[7242, 13439, 1760, 35138, 19723, 19727, 19726, 9333, 42293, 22733]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.58,61.92,4.059,241.56
ResNet + reranking — messy test,ResNet-50,True,messy,small_rotation,messy_test_q005_small_rotation,evaluation/queries/messy/messy_test_q005_small_rotation.jpg,Apparel,2,"[835, 836]","[29015, 30366, 835, 35784, 34759, 40109, 26013, 12629, 1749, 39534]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.3333,162.79,59.01,4.207,226.01
ResNet + reranking — messy test,ResNet-50,True,messy,mild_perspective,messy_test_q006_mild_perspective,evaluation/queries/messy/messy_test_q006_mild_perspective.jpg,Apparel,1,[1271],"[1271, 1553, 1552, 18643, 18642, 41718, 41717, 25700, 5244, 5242]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,163.73,63.97,4.272,231.96
ResNet + reranking — messy test,ResNet-50,True,messy,blur,messy_test_q007_blur,evaluation/queries/messy/messy_test_q007_blur.jpg,Apparel,1,[1323],"[10716, 6149, 17396, 9592, 22948, 17235, 30569, 3497, 1185, 9591]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.74,61.24,4.253,238.23
ResNet + reranking — messy test,ResNet-50,True,messy,background_padding,messy_test_q008_background_padding,evaluation/queries/messy/messy_test_q008_background_padding.jpg,Apparel,1,[1372],"[35728, 26580, 27885, 31639, 7388, 14006, 26900, 21788, 42202, 24557]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.6,88.09,4.341,316.03
ResNet + reranking — messy test,ResNet-50,True,messy,crop,messy_test_q009_crop,evaluation/queries/messy/messy_test_q009_crop.jpg,Footwear,1,[1691],"[26205, 29248, 9983, 5398, 8517, 29992, 37221, 35868, 35989, 20733]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.81,121.2,3.785,397.8
ResNet + reranking — messy test,ResNet-50,True,messy,darker_lighting,messy_test_q010_darker_lighting,evaluation/queries/messy/messy_test_q010_darker_lighting.jpg,Accessories,2,"[1917, 1918]","[20326, 16935, 39467, 8706, 19275, 35269, 39339, 30259, 1093, 22579]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.86,62.34,4.063,303.26
ResNet + reranking — messy test,ResNet-50,True,messy,brighter_lighting,messy_test_q011_brighter_lighting,evaluation/queries/messy/messy_test_q011_brighter_lighting.jpg,Apparel,1,[2151],"[18589, 27707, 4552, 29869, 42726, 33704, 38761, 40170, 10459, 19864]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.31,61.52,4.046,247.88
ResNet + reranking — messy test,ResNet-50,True,messy,contrast_change,messy_test_q012_contrast_change,evaluation/queries/messy/messy_test_q012_contrast_change.jpg,Footwear,1,[2163],"[12448, 25024, 31204, 14738, 36068, 43377, 29265, 38324, 11628, 10935]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.56,62.39,4.226,233.18
ResNet + reranking — messy test,ResNet-50,True,messy,small_rotation,messy_test_q013_small_rotation,evaluation/queries/messy/messy_test_q013_small_rotation.jpg,Accessories,1,[2179],"[3340, 19770, 2179, 28964, 42170, 42581, 1490, 23692, 30662, 42324]",1,0.0,0.2,0.1,0.0,1.0,1.0,0.0,1.0,1.0,0.3333,164.28,60.07,4.09,228.44
ResNet + reranking — messy test,ResNet-50,True,messy,mild_perspective,messy_test_q014_mild_perspective,evaluation/queries/messy/messy_test_q014_mild_perspective.jpg,Accessories,1,[2183],"[7244, 1442, 21003, 31709, 4639, 12729, 31781, 23975, 15150, 34986]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.89,69.16,4.303,236.35
ResNet + reranking — messy test,ResNet-50,True,messy,blur,messy_test_q015_blur,evaluation/queries/messy/messy_test_q015_blur.jpg,Apparel,1,[2753],"[36609, 10459, 23005, 29573, 38412, 29869, 14769, 21859, 15740, 33631]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.61,58.28,4.455,228.35
ResNet + reranking — messy test,ResNet-50,True,messy,background_padding,messy_test_q016_background_padding,evaluation/queries/messy/messy_test_q016_background_padding.jpg,Accessories,4,"[2890, 2891, 2892, 2893]","[10349, 27831, 25430, 9375, 35526, 27684, 42409, 43000, 36648, 24229]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.03,60.09,3.829,225.95
ResNet + reranking — messy test,ResNet-50,True,messy,crop,messy_test_q017_crop,evaluation/queries/messy/messy_test_q017_crop.jpg,Apparel,2,"[2992, 2993]","[2993, 27391, 41896, 16854, 16853, 16852, 31939, 31938, 36290, 18133]",1,1.0,0.2,0.1,0.5,0.5,0.5,1.0,1.0,1.0,1.0,178.52,60.28,3.958,242.76
ResNet + reranking — messy test,ResNet-50,True,messy,darker_lighting,messy_test_q018_darker_lighting,evaluation/queries/messy/messy_test_q018_darker_lighting.jpg,Accessories,4,"[3124, 3125, 3126, 3127]","[11039, 30804, 10430, 20254, 3763, 14388, 4649, 36807, 12100, 34578]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.7,59.14,3.955,239.79
ResNet + reranking — messy test,ResNet-50,True,messy,brighter_lighting,messy_test_q019_brighter_lighting,evaluation/queries/messy/messy_test_q019_brighter_lighting.jpg,Apparel,6,"[3202, 3203, 3204, 3205, 3206, 3207]","[32173, 15169, 41776, 18632, 15494, 3432, 14006, 21189, 11571, 12025]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.32,58.59,4.125,235.04
ResNet + reranking — messy test,ResNet-50,True,messy,contrast_change,messy_test_q020_contrast_change,evaluation/queries/messy/messy_test_q020_contrast_change.jpg,Accessories,4,"[3376, 3373, 3374, 3375]","[12643, 32407, 13611, 42318, 32408, 3373, 3449, 12639, 4778, 13920]",0,0.0,0.0,0.1,0.0,0.0,0.25,0.0,0.0,1.0,0.1667,161.22,60.81,3.908,225.93
ResNet + reranking — messy test,ResNet-50,True,messy,small_rotation,messy_test_q021_small_rotation,evaluation/queries/messy/messy_test_q021_small_rotation.jpg,Accessories,3,"[3729, 3730, 3731]","[3640, 26495, 3781, 3124, 11417, 22657, 42354, 1666, 3635, 25679]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.38,60.28,4.047,234.71
ResNet + reranking — messy test,ResNet-50,True,messy,mild_perspective,messy_test_q022_mild_perspective,evaluation/queries/messy/messy_test_q022_mild_perspective.jpg,Accessories,1,[4613],"[10064, 20189, 29181, 19718, 17137, 31594, 19719, 28188, 25008, 11454]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.72,62.32,4.13,228.17
ResNet + reranking — messy test,ResNet-50,True,messy,blur,messy_test_q023_blur,evaluation/queries/messy/messy_test_q023_blur.jpg,Accessories,2,"[4981, 4982]","[16880, 33570, 12718, 12725, 3557, 9473, 14153, 2911, 14247, 35334]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.58,59.14,3.979,225.7
ResNet + reranking — messy test,ResNet-50,True,messy,background_padding,messy_test_q024_background_padding,evaluation/queries/messy/messy_test_q024_background_padding.jpg,Apparel,1,[5033],"[23116, 26160, 28170, 10135, 7102, 38124, 21360, 150, 14238, 6233]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.47,60.8,4.026,227.3
ResNet + reranking — messy test,ResNet-50,True,messy,crop,messy_test_q025_crop,evaluation/queries/messy/messy_test_q025_crop.jpg,Apparel,5,"[5280, 5281, 5277, 5278, 5279]","[3920, 39137, 27501, 12649, 36880, 23548, 27963, 21286, 5309, 43845]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.03,61.09,4.072,226.2
ResNet + reranking — messy test,ResNet-50,True,messy,darker_lighting,messy_test_q026_darker_lighting,evaluation/queries/messy/messy_test_q026_darker_lighting.jpg,Apparel,1,[5554],"[41598, 41754, 36844, 34282, 7127, 23885, 43956, 42263, 34564, 11659]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.96,58.28,4.158,227.4
ResNet + reranking — messy test,ResNet-50,True,messy,brighter_lighting,messy_test_q027_brighter_lighting,evaluation/queries/messy/messy_test_q027_brighter_lighting.jpg,Apparel,1,[5683],"[21582, 21581, 21580, 39953, 8047, 19134, 35459, 26983, 3973, 3972]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.65,61.8,4.028,236.48
ResNet + reranking — messy test,ResNet-50,True,messy,contrast_change,messy_test_q028_contrast_change,evaluation/queries/messy/messy_test_q028_contrast_change.jpg,Apparel,1,[5947],"[42203, 4672, 3505, 718, 8925, 24452, 37150, 5265, 10283, 7804]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.03,57.28,4.502,245.81
ResNet + reranking — messy test,ResNet-50,True,messy,small_rotation,messy_test_q029_small_rotation,evaluation/queries/messy/messy_test_q029_small_rotation.jpg,Apparel,5,"[6216, 6217, 6218, 6219, 6220]","[33219, 16389, 15752, 20634, 10425, 17439, 41299, 10284, 21293, 20364]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.49,56.69,4.097,247.28
ResNet + reranking — messy test,ResNet-50,True,messy,mild_perspective,messy_test_q030_mild_perspective,evaluation/queries/messy/messy_test_q030_mild_perspective.jpg,Apparel,13,"[6308, 6309, 6310, 6311, 6312, 6313, 6314, 6315, 6316, 6317, 6318, 6319, 6320]","[7206, 35013, 23988, 10593, 36846, 9468, 31539, 32433, 7392, 31166]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.4,60.09,4.047,222.54
ResNet + reranking — messy test,ResNet-50,True,messy,blur,messy_test_q031_blur,evaluation/queries/messy/messy_test_q031_blur.jpg,Accessories,4,"[6404, 6405, 6406, 6407]","[7831, 24743, 24510, 30905, 32196, 10787, 23133, 23134, 11625, 13984]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.85,60.17,3.899,235.93
ResNet + reranking — messy test,ResNet-50,True,messy,background_padding,messy_test_q032_background_padding,evaluation/queries/messy/messy_test_q032_background_padding.jpg,Apparel,6,"[6578, 6579, 6580, 6581, 6582, 6583]","[6582, 6579, 34754, 31547, 31549, 29509, 4946, 13142, 8775, 40769]",2,1.0,0.4,0.2,0.1667,0.3333,0.3333,1.0,1.0,1.0,1.0,171.65,63.86,4.129,239.64
ResNet + reranking — messy test,ResNet-50,True,messy,crop,messy_test_q033_crop,evaluation/queries/messy/messy_test_q033_crop.jpg,Apparel,2,"[6672, 6673]","[32437, 1308, 37007, 29987, 6779, 14363, 10737, 40892, 10814, 21920]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.11,61.67,4.35,228.12
ResNet + reranking — messy test,ResNet-50,True,messy,darker_lighting,messy_test_q034_darker_lighting,evaluation/queries/messy/messy_test_q034_darker_lighting.jpg,Apparel,1,[6740],"[7463, 7462, 12046, 18276, 10744, 1104, 1106, 43544, 15628, 16605]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.42,58.29,4.197,224.91
ResNet + reranking — messy test,ResNet-50,True,messy,brighter_lighting,messy_test_q035_brighter_lighting,evaluation/queries/messy/messy_test_q035_brighter_lighting.jpg,Apparel,1,[6747],"[29224, 7835, 13172, 15139, 43043, 43895, 15994, 1499, 1497, 20014]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.66,62.4,4.106,245.16
ResNet + reranking — messy test,ResNet-50,True,messy,contrast_change,messy_test_q036_contrast_change,evaluation/queries/messy/messy_test_q036_contrast_change.jpg,Apparel,1,[7054],"[34253, 30762, 15061, 15062, 22636, 7054, 11816, 30761, 36019, 32068]",0,0.0,0.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,0.1667,161.82,61.81,4.067,227.7
ResNet + reranking — messy test,ResNet-50,True,messy,small_rotation,messy_test_q037_small_rotation,evaluation/queries/messy/messy_test_q037_small_rotation.jpg,Footwear,2,"[7320, 7319]","[16273, 19261, 7319, 16272, 3815, 16274, 17888, 11781, 19265, 21930]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.3333,171.77,59.58,4.042,235.4
ResNet + reranking — messy test,ResNet-50,True,messy,mild_perspective,messy_test_q038_mild_perspective,evaluation/queries/messy/messy_test_q038_mild_perspective.jpg,Apparel,2,"[7416, 7415]","[22693, 38883, 34940, 7806, 43003, 1195, 34980, 37155, 23679, 13240]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.18,61.38,4.12,225.68
ResNet + reranking — messy test,ResNet-50,True,messy,blur,messy_test_q039_blur,evaluation/queries/messy/messy_test_q039_blur.jpg,Footwear,1,[7543],"[24470, 17587, 43260, 9654, 13708, 42195, 37028, 37576, 17887, 29742]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.84,57.84,4.045,224.73
ResNet + reranking — messy test,ResNet-50,True,messy,background_padding,messy_test_q040_background_padding,evaluation/queries/messy/messy_test_q040_background_padding.jpg,Accessories,4,"[7900, 7901, 7902, 7903]","[15503, 31709, 31826, 2625, 34986, 38403, 15509, 23791, 12005, 5038]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.42,60.85,3.999,226.27
ResNet + reranking — messy test,ResNet-50,True,messy,crop,messy_test_q041_crop,evaluation/queries/messy/messy_test_q041_crop.jpg,Apparel,2,"[7953, 7954]","[29876, 28092, 13613, 37506, 2372, 14312, 33674, 34262, 36753, 19673]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.38,59.56,4.106,235.05
ResNet + reranking — messy test,ResNet-50,True,messy,darker_lighting,messy_test_q042_darker_lighting,evaluation/queries/messy/messy_test_q042_darker_lighting.jpg,Footwear,1,[8268],"[2445, 17030, 27451, 32607, 7745, 39642, 8593, 40093, 29385, 16025]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.72,59.81,3.979,225.5
ResNet + reranking — messy test,ResNet-50,True,messy,brighter_lighting,messy_test_q043_brighter_lighting,evaluation/queries/messy/messy_test_q043_brighter_lighting.jpg,Accessories,2,"[8395, 8396]","[5209, 5985, 19761, 11368, 13432, 16087, 24498, 27969, 4344, 17518]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.28,58.88,3.909,223.07
ResNet + reranking — messy test,ResNet-50,True,messy,contrast_change,messy_test_q044_contrast_change,evaluation/queries/messy/messy_test_q044_contrast_change.jpg,Accessories,1,[8464],"[8464, 679, 10218, 12434, 38982, 25505, 14827, 587, 34891, 34849]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,172.9,58.14,3.943,234.98
ResNet + reranking — messy test,ResNet-50,True,messy,small_rotation,messy_test_q045_small_rotation,evaluation/queries/messy/messy_test_q045_small_rotation.jpg,Apparel,1,[8478],"[39740, 13390, 17405, 19584, 26306, 29084, 6732, 10729, 30345, 8810]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.72,60.58,4.205,227.51
ResNet + reranking — messy test,ResNet-50,True,messy,mild_perspective,messy_test_q046_mild_perspective,evaluation/queries/messy/messy_test_q046_mild_perspective.jpg,Apparel,2,"[8928, 8927]","[26655, 17436, 17231, 21612, 34410, 5307, 15699, 13562, 13176, 9280]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.68,57.71,4.057,238.45
ResNet + reranking — messy test,ResNet-50,True,messy,blur,messy_test_q047_blur,evaluation/queries/messy/messy_test_q047_blur.jpg,Footwear,1,[9286],"[40320, 19287, 18802, 17018, 16659, 18547, 3430, 22180, 14749, 18517]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.28,58.54,3.991,221.81
ResNet + reranking — messy test,ResNet-50,True,messy,background_padding,messy_test_q048_background_padding,evaluation/queries/messy/messy_test_q048_background_padding.jpg,Apparel,2,"[9334, 9335]","[11108, 28928, 9335, 9940, 9938, 27507, 7161, 36229, 5478, 25040]",1,0.0,0.2,0.1,0.0,0.5,0.5,0.0,1.0,1.0,0.3333,164.82,58.71,4.164,227.69
ResNet + reranking — messy test,ResNet-50,True,messy,crop,messy_test_q049_crop,evaluation/queries/messy/messy_test_q049_crop.jpg,Apparel,6,"[9428, 9429, 9430, 9431, 9432, 9433]","[29172, 9430, 9429, 35991, 25023, 35990, 36605, 26956, 38386, 20225]",2,0.0,0.4,0.2,0.0,0.3333,0.3333,0.0,1.0,1.0,0.5,204.91,78.82,4.029,287.76
ResNet + reranking — messy test,ResNet-50,True,messy,darker_lighting,messy_test_q050_darker_lighting,evaluation/queries/messy/messy_test_q050_darker_lighting.jpg,Accessories,1,[9614],"[9614, 17485, 27013, 3718, 36768, 13432, 21867, 9081, 31164, 16088]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,172.66,60.14,3.903,236.7
ResNet + reranking — messy test,ResNet-50,True,messy,brighter_lighting,messy_test_q051_brighter_lighting,evaluation/queries/messy/messy_test_q051_brighter_lighting.jpg,Accessories,7,"[9847, 9848, 9849, 9850, 9851, 9852, 9853]","[29391, 6508, 26945, 21302, 21839, 5524, 16645, 24820, 28616, 6476]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.44,57.83,4.219,226.49
ResNet + reranking — messy test,ResNet-50,True,messy,contrast_change,messy_test_q052_contrast_change,evaluation/queries/messy/messy_test_q052_contrast_change.jpg,Footwear,7,"[10336, 10337, 10331, 10332, 10333, 10334, 10335]","[36532, 7627, 37028, 24454, 5623, 14911, 23663, 20389, 1691, 37359]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.18,60.32,3.971,225.46
ResNet + reranking — messy test,ResNet-50,True,messy,small_rotation,messy_test_q053_small_rotation,evaluation/queries/messy/messy_test_q053_small_rotation.jpg,Apparel,4,"[10392, 10393, 10394, 10395]","[10394, 10395, 10393, 2296, 41023, 25466, 22624, 10205, 10204, 15925]",3,1.0,0.6,0.3,0.25,0.75,0.75,1.0,1.0,1.0,1.0,167.11,60.13,4.232,231.47
ResNet + reranking — messy test,ResNet-50,True,messy,mild_perspective,messy_test_q054_mild_perspective,evaluation/queries/messy/messy_test_q054_mild_perspective.jpg,Footwear,1,[10749],"[22498, 12757, 23699, 13854, 15981, 43848, 13851, 18885, 33351, 13853]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.71,58.67,4.192,221.58
ResNet + reranking — messy test,ResNet-50,True,messy,blur,messy_test_q055_blur,evaluation/queries/messy/messy_test_q055_blur.jpg,Apparel,1,[10778],"[22949, 38867, 8497, 1185, 6149, 22337, 15971, 21062, 3326, 17235]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,60.08,4.028,225.11
ResNet + reranking — messy test,ResNet-50,True,messy,background_padding,messy_test_q056_background_padding,evaluation/queries/messy/messy_test_q056_background_padding.jpg,Apparel,1,[10836],"[9703, 2098, 17769, 36732, 17545, 26853, 21586, 16797, 21549, 21591]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.56,57.78,4.048,222.39
ResNet + reranking — messy test,ResNet-50,True,messy,crop,messy_test_q057_crop,evaluation/queries/messy/messy_test_q057_crop.jpg,Apparel,4,"[11129, 11130, 11131, 11132]","[18686, 36128, 18835, 5033, 10157, 4336, 23669, 16463, 36787, 3317]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.7,64.3,4.105,230.1
ResNet + reranking — messy test,ResNet-50,True,messy,darker_lighting,messy_test_q058_darker_lighting,evaluation/queries/messy/messy_test_q058_darker_lighting.jpg,Accessories,3,"[11180, 11181, 11182]","[11855, 2396, 20997, 11182, 24088, 11850, 11181, 26162, 24075, 23129]",1,0.0,0.2,0.2,0.0,0.3333,0.6667,0.0,1.0,1.0,0.25,175.69,57.72,4.4,237.81
ResNet + reranking — messy test,ResNet-50,True,messy,brighter_lighting,messy_test_q059_brighter_lighting,evaluation/queries/messy/messy_test_q059_brighter_lighting.jpg,Apparel,1,[11262],"[23419, 20745, 2738, 38197, 13047, 7413, 1188, 16115, 38196, 34534]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.34,59.69,4.178,223.2
ResNet + reranking — messy test,ResNet-50,True,messy,contrast_change,messy_test_q060_contrast_change,evaluation/queries/messy/messy_test_q060_contrast_change.jpg,Footwear,1,[11286],"[11286, 31968, 13133, 14561, 43278, 38203, 7836, 32016, 34608, 8670]",1,1.0,0.2,0.1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.74,57.39,4.064,222.2
ResNet + reranking — messy test,ResNet-50,True,messy,small_rotation,messy_test_q061_small_rotation,evaluation/queries/messy/messy_test_q061_small_rotation.jpg,Apparel,1,[11402],"[15731, 8771, 12987, 37171, 36913, 12985, 37462, 21179, 8663, 10841]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.82,59.9,4.046,225.76
ResNet + reranking — messy test,ResNet-50,True,messy,mild_perspective,messy_test_q062_mild_perspective,evaluation/queries/messy/messy_test_q062_mild_perspective.jpg,Footwear,1,[11427],"[34338, 36668, 37631, 43482, 10475, 42165, 2212, 2207, 11385, 14473]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.16,62.45,3.961,246.56
ResNet + reranking — messy test,ResNet-50,True,messy,blur,messy_test_q063_blur,evaluation/queries/messy/messy_test_q063_blur.jpg,Apparel,1,[11563],"[17762, 33165, 3493, 43007, 7097, 20415, 13637, 22948, 29573, 3025]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.2,58.37,4.2,246.77
ResNet + reranking — messy test,ResNet-50,True,messy,background_padding,messy_test_q064_background_padding,evaluation/queries/messy/messy_test_q064_background_padding.jpg,Footwear,1,[11720],"[34592, 18935, 37407, 9951, 43689, 2977, 5399, 29747, 1557, 39846]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.65,57.12,4.097,264.87
ResNet + reranking — messy test,ResNet-50,True,messy,crop,messy_test_q065_crop,evaluation/queries/messy/messy_test_q065_crop.jpg,Accessories,4,"[11890, 11891, 11892, 11893]","[20542, 6267, 11892, 24195, 6275, 24158, 6276, 24652, 10354, 11195]",1,0.0,0.2,0.1,0.0,0.25,0.25,0.0,1.0,1.0,0.3333,186.39,57.67,4.156,248.22
ResNet + reranking — messy test,ResNet-50,True,messy,darker_lighting,messy_test_q066_darker_lighting,evaluation/queries/messy/messy_test_q066_darker_lighting.jpg,Apparel,1,[12094],"[42726, 41064, 32842, 7253, 8888, 42443, 40173, 32989, 28544, 7201]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.69,58.73,4.081,231.51
ResNet + reranking — messy test,ResNet-50,True,messy,brighter_lighting,messy_test_q067_brighter_lighting,evaluation/queries/messy/messy_test_q067_brighter_lighting.jpg,Apparel,1,[12152],"[7206, 41647, 28596, 41390, 32433, 7390, 9468, 14265, 7392, 4595]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.2,60.97,4.173,225.35
ResNet + reranking — messy test,ResNet-50,True,messy,contrast_change,messy_test_q068_contrast_change,evaluation/queries/messy/messy_test_q068_contrast_change.jpg,Apparel,2,"[12508, 12509]","[31468, 16080, 11388, 14939, 12440, 34699, 27198, 8829, 24019, 24018]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.24,60.24,4.178,232.65
ResNet + reranking — messy test,ResNet-50,True,messy,small_rotation,messy_test_q069_small_rotation,evaluation/queries/messy/messy_test_q069_small_rotation.jpg,Apparel,11,"[12544, 12545, 12535, 12536, 12537, 12538, 12539, 12540, 12541, 12542, 12543]","[11308, 808, 35984, 17477, 15405, 12403, 10319, 16017, 20656, 12545]",0,0.0,0.0,0.1,0.0,0.0,0.0909,0.0,0.0,1.0,0.1,163.86,59.61,4.197,227.67
ResNet + reranking — messy test,ResNet-50,True,messy,mild_perspective,messy_test_q070_mild_perspective,evaluation/queries/messy/messy_test_q070_mild_perspective.jpg,Footwear,7,"[12757, 12758, 12759, 12760, 12761, 12762, 12763]","[27142, 122, 135, 12761, 3810, 6098, 24694, 27264, 24455, 34215]",1,0.0,0.2,0.1,0.0,0.1429,0.1429,0.0,1.0,1.0,0.25,169.05,62.24,3.923,235.22
ResNet + reranking — messy test,ResNet-50,True,messy,blur,messy_test_q071_blur,evaluation/queries/messy/messy_test_q071_blur.jpg,Apparel,1,[12780],"[19864, 3493, 43332, 20887, 9202, 24981, 39784, 10930, 10926, 21614]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.46,57.6,4.181,224.24
ResNet + reranking — messy test,ResNet-50,True,messy,background_padding,messy_test_q072_background_padding,evaluation/queries/messy/messy_test_q072_background_padding.jpg,Apparel,3,"[12848, 12846, 12847]","[14897, 10150, 22951, 11940, 10584, 13670, 25724, 30330, 39508, 33752]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.62,62.2,4.021,229.85
ResNet + reranking — messy test,ResNet-50,True,messy,crop,messy_test_q073_crop,evaluation/queries/messy/messy_test_q073_crop.jpg,Accessories,5,"[13195, 13196, 13197, 13198, 13199]","[16193, 16187, 14755, 11986, 11985, 17007, 10872, 11981, 33570, 10412]",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.56,59.26,4.0,223.81
